1701,2030
1639,1152
541,880
1778,2250
2249,1081
465,1824
1581,393
1261,977
941,1753
1727,218
1534,577
2110,1676
296,1988
1146,2158
1079,936
652,869
1939,1794
1937,967
669,2004
951,936
254,1762
760,402
1066,1640
1400,762
886,541
1875,89
384,1054
374,366
1640,1912
2127,2030
1015,1860
566,536
2013,962
1741,274
760,1341
536,1825
1224,2199
904,531
1483,1147
845,890
2006,922
2059,2246
2145,2020
1976,2211
1520,1968
393,766
1606,988
1344,988
2256,2036
1356,59
437,2004
1134,1932
1254,2226
1230,1640
877,2276
1187,1004
1670,1912
531,1639
911,1860
1398,1224
1563,1291
527,1897
1633,2030
1167,1291
905,1291
2030,1666
1316,633
698,1752
423,1547
2138,1199
1589,1923
1147,824
880,480
1286,1922
479,136
637,1476
2110,871
217,890
2165,578
2053,337
1533,1799
351,890
1466,577
1939,989
220,2127
1340,2158
970,373
956,1229
1104,1127
708,1127
1066,835
310,2020
2154,1328
740,850
1581,1466
1622,2221
2026,2082
443,829
433,141
1274,757
2186,1805
1466,927
363,311
2179,45
1730,1939
1329,1595
2110,2160
1408,1888
217,2179
2225,1918
351,2179
2115,60
1158,1713
650,2246
1460,1297
1398,419
95,1435
2218,158
936,2051
282,1261
1402,1292
890,1117
33,1496
1569,651
1939,184
1760,1939
2135,1062
1364,1939
1720,820
927,1184
1498,1939
2133,989
808,1492
1643,1354
1663,2006
2246,112
393,1250
1661,1179
1363,1714
1714,1005
418,2246
139,1333
980,1949
2174,1929
2122,1739
2263,466
1741,2047
736,276
2175,1750
1394,1939
2192,1165
1165,1887
886,220
669,1683
1705,1077
2011,595
595,1734
1347,1369
1534,1195
1976,1540
544,456
2144,1124
303,1333
2221,1344
738,1261
206,1400
1504,1703
432,400
117,1328
1533,189
2020,307
1741,892
1023,841
2190,718
760,1959
2212,477
1584,908
2086,2058
2081,1714
663,2026
2220,2058
281,1924
420,2268
2110,200
437,1683
2192,10
392,220
2090,2177
1333,508
1154,2263
780,2022
276,45
1895,1709
33,1041
97,302
921,1503
1344,1606
66,989
2058,949
1674,20
1108,1329
2230,652
186,2222
141,759
480,979
2061,1597
1741,2181
674,1976
1431,1201
402,1288
1080,220
1945,1422
1718,2197
1923,1663
422,220
479,754
2070,370
370,1750
2249,1833
2204,370
404,1334
1278,1898
834,164
1398,2192
1025,1452
276,1334
1333,1797
1976,1674
1731,1843
1741,87
2195,257
1639,2254
89,949
1224,2012
455,518
572,1103
2220,1253
657,652
1660,98
1739,391
796,1750
1102,1268
2179,663
133,1406
1633,904
962,699
1576,2090
437,1817
1495,970
1180,2090
1684,1623
1763,1916
1333,642
1718,453
1639,160
2263,2239
1513,1741
1150,935
549,2223
504,760
2094,740
220,1001
1481,2203
2195,1546
2212,961
1923,858
1264,1976
505,1170
904,1633
1305,1977
584,2217
393,929
1683,1371
1817,1371
941,1700
189,375
1066,648
44,1714
1976,869
1845,386
88,1232
214,1371
637,2228
577,2177
2053,1089
2110,1623
1378,1674
2204,504
60,904
1939,1741
2004,2136
505,1520
221,1761
1415,1741
1446,1054
1088,1346
1645,2203
633,1705
1727,515
1613,1167
1346,823
1633,99
1752,2265
2221,1023
1875,386
1968,577
2186,1968
1398,232
1845,1675
479,2177
1482,1623
1351,2106
1232,694
1015,2157
1984,329
979,248
1741,571
220,196
1187,951
808,366
937,776
319,1895
2201,1495
1387,1736
95,2187
2249,223
1153,1340
52,1551
1569,464
776,1582
979,1187
2030,1613
2004,392
1777,1167
1371,479
1013,771
849,1306
868,1356
1606,1285
1976,64
1344,1285
943,941
1108,1008
2001,1814
2006,2158
60,99
1237,664
1739,1814
1937,109
2090,351
674,2244
555,78
2179,2086
1931,1984
1912,1742
2230,331
921,2121
2058,1567
1261,469
258,1777
1741,1860
1409,1121
2250,1737
479,433
1162,2183
413,2065
351,1187
783,1598
232,1495
268,1152
989,1474
419,1321
806,1767
1976,1353
1799,525
2217,284
1356,1645
2170,2158
1774,2158
921,27
2204,988
2209,2086
1538,1127
1039,248
2035,1933
168,921
515,1968
422,1777
1535,829
131,1039
2027,1291
905,433
2161,1291
1741,705
1039,1187
373,572
1018,310
1799,875
89,1567
1152,310
813,844
393,258
1666,531
1468,546
1806,2231
177,633
636,393
309,2250
434,1198
2246,59
1683,1639
965,834
1726,23
1741,1055
2223,829
433,1727
1739,1948
1639,778
1303,829
2179,2220
2165,70
2249,707
1741,1994
977,844
2097,875
724,1152
524,2030
1976,548
921,1666
1236,546
840,546
551,443
993,788
2249,1646
1569,1887
1292,855
2276,59
2260,1246
2251,1692
1845,1004
916,2261
2110,2241
2058,2051
1476,383
2086,1066
307,2153
319,1224
329,1912
2220,1066
76,1466
1824,1066
100,1860
480,2081
1427,1430
52,880
1686,1132
220,464
1448,1718
531,326
2205,1697
660,736
443,2199
1962,1939
1692,2078
393,392
123,531
1023,788
1762,1127
1540,2246
1741,250
1846,1764
2004,660
1742,660
1133,1333
2122,881
584,1091
458,1918
381,8
52,1230
582,1984
2008,1533
2020,604
1741,1189
8,177
402,296
123,881
1291,1892
1334,276
1683,1184
1817,1184
1146,979
831,1907
1225,1272
1237,343
1939,615
464,393
1333,805
1371,1097
1152,1733
835,2026
1866,1076
214,1184
1363,2145
986,2195
1714,1436
12,1989
339,132
270,527
1142,456
2004,1949
1983,1072
1742,1949
259,1866
1623,2257
833,640
841,2221
214,1534
1728,1492
890,393
1750,1251
1062,877
1762,322
1954,492
2122,76
1900,1195
1193,1333
1356,2263
1986,215
2070,1606
1005,1282
1860,1796
2204,1606
60,2006
1741,384
1286,743
2215,1206
1530,1103
1626,811
2004,205
400,2047
1668,1976
183,1066
859,117
1282,220
1492,1750
449,1939
1247,1165
1939,749
619,1596
1245,1092
321,1939
627,2211
2253,1848
448,1714
2246,677
1976,816
826,1108
241,2175
1261,282
1736,1329
1911,2084
160,2186
2094,1976
1371,1581
1030,1288
1147,1873
1918,1750
1090,1339
536,1719
2074,2263
212,841
2211,1972
2235,868
1925,2140
2221,970
1247,10
2191,2259
1976,2105
1580,2105
1847,5
1409,2223
1777,175
1476,1001
1152,123
990,2047
2124,1976
1862,1976
1980,2197
504,841
1842,2263
469,1786
364,272
1606,1232
904,1714
936,2161
1344,1232
1683,1452
1356,303
2142,1212
1571,2177
1741,868
2238,1674
319,2192
338,2242
687,144
881,949
1741,1807
10,1622
1666,1633
1520,118
919,652
2175,1510
1062,206
862,1838
1939,1233
404,960
495,324
189,806
1331,596
276,960
2246,1161
1339,2177
2209,2033
2221,1104
1887,1982
1918,1295
2233,175
1341,2223
699,504
306,1741
655,1895
724,2254
2183,1751
858,2254
383,1961
2157,530
443,2012
393,205
1819,1474
2204,1285
800,2249
1949,766
218,581
2236,1762
1621,146
1005,1900
626,1315
960,437
2133,294
1930,1655
70,1622
1923,484
218,1520
2081,1824
1699,776
2122,1633
336,1741
1814,1480
2249,654
351,329
566,2203
1337,1326
1939,428
1820,2234
2007,2060
123,1633
479,514
2093,1834
921,1613
1714,1249
697,1905
243,237
1132,1833
1581,905
1939,1367
278,1921
2174,2173
1288,94
2191,1588
2270,1881
1912,2173
1845,951
1241,1968
1847,1778
2260,1193
979,1968
248,1520
972,797
201,1674
1402,381
1481,674
104,1741
949,1567
1288,1033
2081,669
771,2204
1829,1357
1898,962
432,294
1085,1613
2246,1645
513,1387
661,1285
241,699
1065,1900
1459,1265
2252,901
1187,577
1875,951
1768,2020
1326,1675
785,2260
2153,141
759,1039
136,1814
432,644
850,1157
962,1398
1263,572
469,1465
1250,2030
1988,1013
66,294
2177,1666
778,2220
637,1049
1098,2198
1468,977
394,1291
1535,2199
2192,254
2208,857
588,2096
108,1459
1264,1147
1042,2266
357,2163
186,1527
241,1988
960,921
1039,1968
1409,747
354,1111
433,2158
889,2209
218,2004
383,351
1713,1158
121,351
897,572
2158,1774
754,1984
687,762
319,366
2249,1138
927,1912
2042,1599
220,2050
970,296
1018,2030
1070,2220
1171,2272
1152,2030
1090,1152
655,1224
366,1121
1520,736
1303,2199
1236,977
840,977
1346,583
2065,270
2266,2246
939,1922
1066,1697
2224,2020
622,525
1217,1866
1867,1194
231,1835
1974,1091
475,1229
248,2004
196,1814
1015,1917
339,1368
361,1127
1741,331
760,1398
1968,1276
1911,742
772,469
990,1860
551,1224
620,829
890,690
2158,619
2199,620
475,2168
454,1291
2006,979
1777,927
660,1167
1534,1923
701,1168
1520,2025
2270,271
2256,2093
1356,116
1741,681
1574,2261
1627,1333
1639,404
204,1301
1365,1333
314,1661
1119,1866
1337,1005
1674,398
1419,1569
1476,2103
2007,1739
388,829
1356,466
2170,979
1547,1754
1387,341
1285,1754
1624,1974
2121,2026
294,2133
1333,1236
1436,1923
2174,1852
1,568
825,1769
326,890
549,373
2154,1385
1791,1333
1939,1985
1956,1400
1598,1692
199,2246
1429,1883
2220,692
2263,1328
2254,276
270,1897
631,1122
1312,2237
1613,1411
971,1944
914,1410
1728,1923
1606,240
1344,240
1466,1923
1507,1924
824,204
514,1476
1787,1749
1047,1939
1443,1939
326,2179
1883,2211
1821,1333
785,1939
59,1835
2246,2263
2196,456
2263,1678
931,1764
520,732
1288,2001
1224,296
699,1606
1103,2221
2249,467
788,897
1569,708
1397,1944
1777,1411
2004,636
2190,1580
1885,944
825,964
49,1497
2186,118
2249,1406
1077,1939
2001,2058
65,687
1901,888
218,1683
1739,2058
448,2145
1869,1350
1888,1400
1931,2228
2263,523
957,2022
2246,1108
1741,2104
1669,538
1452,2001
15,2263
2240,1293
87,2139
1202,1072
1911,71
727,779
378,625
1639,1827
2031,365
2081,482
2249,1756
1387,825
1132,1996
2006,308
1087,2253
2150,1750
2157,477
1883,1406
1976,1597
2217,528
2179,236
551,1492
248,1683
327,1976
2070,1232
2204,1232
1803,888
1454,734
1860,1422
1344,374
2243,1160
1295,2175
1400,1437
117,1385
2106,1828
826,384
325,2088
1777,606
80,5
952,2186
1831,842
351,276
1739,1253
636,637
629,220
2246,303
17,2093
53,1750
1433,954
829,1971
586,2213
1651,93
159,456
804,1160
504,1622
1741,2238
153,641
10,2053
2212,1823
419,760
1606,2013
1976,792
1303,2012
1661,1720
174,175
2249,1890
1824,960
1860,617
1846,719
521,1976
125,1976
581,2027
1794,2249
259,1976
531,220
2090,1079
1866,2125
1059,339
2263,1007
811,237
1931,268
833,750
2127,1900
993,1971
1356,2023
1612,488
666,1576
2171,2172
2221,1535
1911,555
1713,2260
772,282
1547,278
1495,88
492,1396
232,2223
1003,1346
934,1741
366,2223
1739,448
1371,52
1285,278
622,688
2222,1356
2157,961
393,636
54,1170
2086,2249
1327,1443
2177,1613
685,1976
1478,1612
1072,924
772,632
555,2095
1971,956
2004,904
2026,663
1887,319
1742,904
1939,509
276,236
2186,386
404,236
260,2177
1719,1674
394,2177
1693,453
1409,694
1741,1433
614,231
1013,694
70,2053
863,935
1291,2136
2115,1085
754,1931
702,1741
759,2275
1072,1274
2192,551
1982,1495
447,1222
1939,859
555,1
1369,514
1816,1957
1854,2249
1831,2265
253,1356
2223,1557
1939,1798
378,304
760,406
443,699
259,2110
2260,1624
1907,2260
1008,1787
2220,505
1867,1141
785,1402
162,2177
76,905
1609,351
480,1520
1824,505
492,591
1705,813
292,1469
1087,1932
667,1346
2254,89
1716,1911
1606,53
890,637
1750,1495
1344,53
829,361
2004,99
600,309
2246,2076
2263,1491
1250,2111
155,1356
2082,921
1984,386
1860,2040
1741,628
979,305
406,443
454,2177
10,443
913,1937
1937,2260
1846,2142
1639,351
990,2157
1064,2106
1666,454
1184,710
924,1537
2030,1670
922,710
1820,1860
72,2260
655,366
2234,911
782,141
1923,1049
904,1824
1984,736
637,1480
1695,633
993,361
2209,854
1581,531
1247,1409
970,377
278,1547
1713,650
2172,972
1845,577
809,1937
2263,336
141,495
1356,1352
1714,1814
1705,8
1089,1762
2171,1501
1622,2225
1961,1691
1639,1640
1281,1932
1224,1398
1921,572
1420,2276
2191,2153
1346,75
551,366
730,1829
1929,2153
482,1727
76,1039
1850,1860
1905,1759
1408,953
2006,121
1068,1824
1147,2117
345,1429
326,1187
1097,310
1623,2046
214,1912
835,310
1520,1167
1023,361
2246,1271
1848,2164
1524,1286
1942,1799
194,2199
1247,254
1295,1988
70,443
1875,577
2088,1624
2241,1866
715,1147
2122,454
1931,886
231,2266
470,562
1251,1127
1306,834
1316,2276
1068,2174
774,1727
1097,660
2007,881
2165,2221
183,505
1466,2220
52,1742
2249,414
351,89
1132,654
2001,1066
867,1137
2276,1271
1569,655
1739,1066
1013,962
1900,1923
2246,116
2139,1939
716,1907
296,1321
1409,373
2228,1230
1961,886
261,2266
1333,1317
1059,2246
2191,1348
126,2041
482,922
45,921
141,629
258,1968
196,1090
1278,829
373,1918
660,1948
366,747
1892,2220
1090,778
1997,1482
505,1845
1671,2221
1618,897
2175,1754
1745,480
1547,2185
2204,240
1285,2185
1655,1718
2276,116
1374,1476
2088,819
388,2199
1907,1939
2179,183
479,1563
878,2026
936,1250
2223,2175
774,922
1598,2123
1288,1143
591,1215
1291,660
904,214
1134,676
1961,533
705,2256
1899,2236
622,501
212,1569
1633,774
582,1102
1998,1137
205,1152
420,2272
1860,1719
1937,1939
2071,1939
1319,614
1033,220
379,1682
59,2266
1057,614
1306,1318
1984,1004
361,2042
1741,1246
72,1939
1108,1333
829,1918
1452,1143
1854,1123
1291,1949
2158,1534
2275,2119
2110,554
1552,1724
2261,723
504,1569
1939,672
1980,481
1023,2134
2212,1770
1248,2252
2263,15
1482,204
1534,394
1976,739
2192,1303
370,1754
2228,1714
2204,374
404,1338
2004,2006
1742,2006
1350,1216
364,1939
1847,2022
2263,954
477,1062
1301,2263
1488,2089
1402,625
1923,2017
1866,1483
536,1642
1567,692
1632,1087
885,106
284,640
1949,205
956,2201
2172,1940
345,2047
1534,1683
2246,1889
1217,1976
2105,718
434,584
38,584
1917,667
2260,1787
1054,292
1271,2212
1911,852
2105,1657
2263,2243
136,2058
819,2088
1129,816
131,1714
370,10
282,1883
373,1247
1799,1550
890,1739
1759,2151
322,2221
1788,637
1905,1222
236,949
2164,924
1119,1976
787,1237
520,1647
537,1062
1741,1730
977,580
8,718
1971,2192
426,1231
784,939
806,698
1202,698
940,1452
754,2228
2225,796
1387,451
1127,1278
504,2053
2056,1741
2042,1843
1794,1741
8,1657
1011,1103
674,20
2019,1859
1312,1997
121,1534
1147,871
1408,1705
904,482
513,826
1005,534
1079,1237
1860,1048
1581,1633
1149,1976
1077,410
1932,924
760,703
339,673
531,651
963,1062
2246,2023
1976,2162
1217,2110
1535,699
196,2058
666,2007
2013,1263
2257,1623
858,2177
1968,1520
880,1936
1689,2105
808,370
1923,57
305,2001
1480,1931
2168,1551
531,1001
1744,1223
51,1330
956,241
660,1411
1895,1392
1976,68
489,775
1322,1530
620,2012
654,842
602,652
1509,1356
1741,925
2223,699
2276,2023
1147,186
1224,406
954,545
1119,2110
723,2110
2230,335
50,1078
92,2243
1866,812
479,437
637,1777
709,899
2204,53
956,1530
2088,632
2186,1167
541,2254
2263,633
1692,1598
2192,1921
681,2234
1015,1356
2209,2090
2223,1988
1402,304
483,2249
1860,1182
1161,1181
2233,232
683,617
2086,936
1850,2157
2263,1572
1824,936
1814,248
2049,1054
531,196
1787,1054
1969,536
2165,2168
520,37
1824,1875
415,1741
2266,530
1247,551
911,1356
1852,890
1451,546
962,1321
979,736
1741,1059
1187,1439
1968,2004
1923,541
1596,146
536,166
620,1557
1931,2122
69,1454
351,386
1939,485
268,351
667,622
1923,1480
49,1741
1666,1824
921,1670
205,2254
1984,1167
2075,531
936,258
406,1224
296,1618
1882,890
495,515
2016,890
2090,839
970,808
1852,2179
2134,1111
2246,1352
1976,1491
2220,131
816,341
1220,956
1889,2246
1488,1902
1569,1229
2243,1054
1988,2225
1567,505
479,921
2043,434
692,1968
2220,1070
482,2158
1750,1121
351,1675
669,1984
514,915
583,520
2009,69
2179,480
1976,1841
1900,1065
1974,1014
1912,136
921,515
1232,377
760,1321
2276,1352
636,531
2203,2005
374,1285
463,2266
1167,921
1547,388
905,921
1285,388
965,972
1741,1193
774,2158
1371,162
724,351
2255,1414
75,2157
183,936
52,2173
437,1984
79,2276
1533,1429
1287,2154
619,1466
1782,2133
636,881
1097,2030
1833,1132
1976,686
2058,1250
936,392
1187,1923
493,2266
1923,1025
505,1337
579,1286
1329,286
181,2179
1263,1918
1184,1625
146,2158
922,1625
850,59
230,351
724,1640
1078,2138
383,1347
1639,2205
443,1398
2145,845
1976,1036
902,1912
1900,260
2132,1549
2175,2185
666,881
1939,1908
1278,2199
268,1774
1968,394
531,464
1448,1856
2246,1836
1613,1923
816,825
1635,1682
1640,2026
1777,45
1997,2263
990,1917
1666,214
921,60
305,1814
2153,332
2225,1898
754,886
1048,1333
2041,91
1739,692
1381,984
2152,861
1102,1569
1589,1687
988,2221
1702,1564
1492,1754
1569,1220
1968,1683
404,480
464,531
572,1754
276,480
508,1769
112,1769
1358,1939
1736,1333
700,1939
232,373
10,1492
1777,1334
366,373
2188,676
1085,60
144,2246
722,8
1718,1693
2019,867
620,2175
393,1230
1152,1282
687,953
351,1004
1624,2031
1794,1688
323,676
1066,949
1900,394
1356,1462
2211,1976
1411,1923
370,2185
296,2236
1126,1939
730,1939
2151,1144
2122,214
699,374
2263,1385
1492,10
2111,1745
388,2175
2243,1672
890,881
1557,1344
1230,949
2006,1170
951,1534
1949,636
2107,1976
1116,1601
2241,1976
2234,805
1979,1976
1573,1288
508,964
112,964
212,2134
1974,1632
1633,1339
2199,1750
1798,1406
1912,754
520,789
1741,872
1094,1061
1968,1817
1135,1062
70,1492
1918,10
1909,456
118,220
1247,1303
759,1714
1437,1400
2249,524
117,2247
52,1852
1263,1247
826,1246
220,1436
1001,2001
2217,1740
808,1606
529,2191
1976,365
890,2170
1265,1293
2110,1119
2058,929
1168,1360
504,2134
641,153
1186,1939
1301,1889
1714,2058
965,1940
2020,1576
2111,940
1651,955
897,1247
1014,1832
890,76
2249,1813
687,1437
1127,1709
1982,2223
1789,1828
419,1622
1520,1411
83,1673
945,914
2065,945
2235,1356
1858,652
1973,1356
538,2253
1400,1494
2241,2110
40,1976
1741,1006
1555,1782
416,2263
1097,904
1250,1900
1286,1365
964,1314
1750,2223
2199,1295
1098,2068
418,1555
1939,432
146,1621
2157,1823
2231,1772
622,1550
1066,278
1150,915
1663,2254
2270,946
1976,499
1265,1427
2003,1356
1714,1253
1741,1356
977,206
1452,1253
466,1976
636,1633
1081,2249
317,1853
1912,2177
520,2212
1898,27
184,2263
2185,1023
1152,1900
1923,1777
1957,607
1492,278
1939,1721
669,1931
1066,1567
1835,617
1741,201
748,2197
1254,1803
784,1854
2195,371
2050,956
202,186
1291,904
620,699
2263,2003
40,2110
1683,196
1220,2192
1557,1023
1571,921
2254,951
1739,505
304,1402
1023,1089
1398,212
875,2157
116,2105
111,1761
529,1520
1912,433
1633,1018
1759,1911
2177,1670
931,1500
1714,448
1846,2065
437,1931
296,760
406,366
1230,1567
2228,669
2058,258
2266,961
1675,2183
1708,2131
2006,1788
2191,787
355,1340
181,1187
888,1803
594,1356
802,339
979,1167
1091,2162
1402,2024
1741,1490
2020,905
1837,1952
1911,1901
808,1285
633,530
388,699
2190,1316
443,406
620,1988
2177,2020
1814,1968
1315,335
949,766
1948,1968
1939,916
578,1762
1335,1741
2164,1034
677,1741
1606,2204
1661,1911
1344,2204
1282,1326
520,1757
2192,1547
1922,1686
1187,2220
2021,1665
1288,582
1066,1701
2081,218
1807,1147
100,1356
2027,921
2013,1023
1044,1161
1123,1454
388,1988
1837,797
1147,2040
2157,213
1312,2107
637,248
664,351
98,1660
1535,1398
538,1932
970,1589
2260,2031
2174,567
2263,1548
1847,172
1236,2270
840,2270
1912,567
1633,1152
1232,808
2058,392
1877,1512
1039,1167
1741,685
738,1993
1414,290
505,479
1353,2266
2175,388
1917,1850
370,254
1705,2159
2030,1727
220,1249
1001,1814
1741,1624
2234,968
1828,280
1976,178
1303,1398
2158,1912
754,2122
1788,881
1533,1860
351,951
531,2050
495,141
2186,927
1494,2097
355,1824
1618,1409
933,1306
310,2081
1741,1974
614,772
60,1152
839,890
1233,1009
1639,1697
1567,131
1599,578
735,2230
1850,1917
2177,60
1480,886
398,1147
1750,747
98,855
1657,2276
292,1660
1164,1589
2246,1328
806,1881
2138,105
1976,1467
1253,880
921,141
1411,2220
363,1311
1170,845
2006,1117
1845,1923
1561,2164
1551,1476
1583,1923
1688,1939
1822,1939
160,393
2030,922
1741,819
1921,1918
166,1147
2158,1107
1103,2225
828,2020
370,388
1530,1538
2118,1708
1976,312
1984,927
1714,1066
1492,2185
1774,1117
310,1276
1889,1067
760,2236
1875,1923
572,2185
295,1907
1809,1303
1986,1939
482,979
458,393
1466,183
943,2128
2099,1816
220,1733
292,855
1923,1590
214,1164
2031,369
365,1333
272,1142
652,609
103,1333
141,1625
1090,1774
2186,1411
1563,2186
419,1569
2246,1462
121,1912
1697,2186
152,1225
1102,845
649,2031
1862,533
2192,2165
661,1102
2149,1529
1356,1893
8,1446
774,979
901,2252
1187,394
1995,1062
1622,322
1019,29
2237,595
802,2246
2201,938
1980,1693
170,1215
2140,662
1216,2263
1974,1124
133,1333
1764,2068
2139,1191
1191,2206
676,40
1495,897
2228,482
447,742
593,2257
2004,774
2026,533
2157,1770
2105,1580
2263,2166
2046,1939
1187,1683
1949,2006
8,291
2050,2058
1945,544
880,220
1291,2006
806,271
694,1750
505,1097
47,1939
1246,2263
850,2263
1939,729
1660,1314
163,1333
2246,657
806,1210
2263,72
1984,1411
1356,1088
1346,400
1905,2084
2266,2063
456,831
1939,1668
268,1534
1288,395
990,738
1200,2268
1976,1735
1296,1976
141,1170
2020,2007
2173,2249
855,513
1705,683
514,220
2008,492
323,652
960,2027
660,45
1921,1247
586,1062
2096,2002
1088,2212
766,2161
752,2263
1117,1452
76,1714
1898,1263
1557,970
2259,1242
492,1400
669,2228
1937,1191
2071,1191
419,2053
2246,1946
2179,724
2031,1792
1241,175
577,949
962,760
921,759
1860,1910
179,122
2058,205
1476,981
433,1170
841,241
653,944
940,220
2179,1663
361,2233
633,477
595,185
660,1334
808,1232
109,1231
2256,2260
1356,283
437,2228
1547,1571
1406,400
2266,1258
1094,1037
1285,1571
1321,1982
555,5
956,1103
849,2172
1969,2203
2203,155
1633,2254
1741,1787
994,806
698,1976
841,1530
1147,1048
2226,1078
505,1581
1319,2094
1288,529
1057,2094
2213,1782
1547,1921
1387,508
1898,458
857,1474
136,960
456,376
541,2177
2110,2034
1633,160
1769,1741
1860,1105
1939,2152
1039,175
2095,1911
2179,858
2174,514
1976,2219
152,1843
1912,514
1511,170
186,673
196,2115
924,602
1741,632
1782,633
2233,1094
1971,1094
185,1202
591,1890
1303,406
305,2058
981,355
1387,1797
2249,284
915,1987
1939,58
619,905
717,2002
1976,125
1739,1875
1233,17
949,258
1778,1803
374,2013
2122,1613
276,724
943,1941
1022,2234
564,1356
633,961
1278,699
1889,1819
428,2249
1147,1182
123,1613
419,443
2079,1916
1346,79
551,370
1384,371
1750,694
1533,2157
1963,1741
2004,1742
939,1418
886,94
1727,710
1017,2240
1827,1291
1860,1239
1658,2044
990,1356
1728,1285
1814,305
482,2081
1931,890
141,1788
2254,577
220,391
2145,1573
1739,131
355,27
2165,2225
1043,1367
1480,2122
699,1557
57,2090
394,921
1089,22
514,1777
447,555
2090,2051
1739,1070
2263,1979
1895,1583
931,2065
1640,310
577,1567
881,258
2020,531
258,1033
1170,2081
774,2081
1082,2234
1474,772
1409,377
1247,1547
1918,254
567,1788
2159,875
1866,64
295,1854
1931,2179
747,443
1843,80
2030,2158
27,1285
746,972
842,680
921,1727
1640,660
162,921
1714,1363
637,1968
